RoundNum,TeamNum,OppNum,Side,PD,BallotResult,TotalWins,TotalTies,TotalLosses,TotalBallots,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,Student3,Role3,Ranks3,Side3,name,host,location,start_date,end_date,amta_rep_0,amta_rep_1,tab_note_0,tab_note_1,tab_note_2
3,1566,1619,Π,-1,Loss,7,0,1,7.0,University of Cincinnati A,University of Chicago D,False,False,False,False,,Hannah Timta,Witness,18,∏,Casmir Thornberry,Witness,17,∏,Cerise Siamof,Attorney,18,∆,Kaitlyn Harper,Attorney,17,∏,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1566,1619,Π,7,Win,7,0,1,7.0,University of Cincinnati A,University of Chicago D,False,False,False,False,,Hannah Timta,Witness,18,∏,Casmir Thornberry,Witness,17,∏,Cerise Siamof,Attorney,18,∆,Kaitlyn Harper,Attorney,17,∏,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1566,1696,Δ,5,Win,7,0,1,7.0,University of Cincinnati A,Washington University in St. Louis C,False,False,False,False,,Hannah Timta,Witness,18,∏,Casmir Thornberry,Witness,17,∏,Cerise Siamof,Attorney,18,∆,Kaitlyn Harper,Attorney,17,∏,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1566,1696,Δ,7,Win,7,0,1,7.0,University of Cincinnati A,Washington University in St. Louis C,False,False,False,False,,Hannah Timta,Witness,18,∏,Casmir Thornberry,Witness,17,∏,Cerise Siamof,Attorney,18,∆,Kaitlyn Harper,Attorney,17,∏,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1608,1565,Δ,-13,Loss,1,0,7,1.0,Culver-Stockton College B,St. Louis University B,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1608,1565,Δ,-10,Loss,1,0,7,1.0,Culver-Stockton College B,St. Louis University B,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1608,1457,Π,-10,Loss,1,0,7,1.0,Culver-Stockton College B,Western Illinois University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1608,1457,Π,-3,Loss,1,0,7,1.0,Culver-Stockton College B,Western Illinois University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1608,1801,Δ,-12,Loss,1,0,7,1.0,Culver-Stockton College B,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1608,1801,Δ,1,Win,1,0,7,1.0,Culver-Stockton College B,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1608,1618,Π,-34,Loss,1,0,7,1.0,Culver-Stockton College B,University of Chicago C,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1608,1618,Π,-19,Loss,1,0,7,1.0,Culver-Stockton College B,University of Chicago C,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1618,1060,Δ,-6,Loss,6,1,1,6.5,University of Chicago C,Illinois State University A,False,False,True,False,30,Denise Azadeh,Witness,17,∏,Dorian DeBose Washington University in St Louis,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1618,1060,Δ,8,Win,6,1,1,6.5,University of Chicago C,Illinois State University A,False,False,True,False,30,Denise Azadeh,Witness,17,∏,Dorian DeBose Washington University in St Louis,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1618,1696,Π,17,Win,6,1,1,6.5,University of Chicago C,Washington University in St. Louis C,False,False,True,False,30,Denise Azadeh,Witness,17,∏,Dorian DeBose Washington University in St Louis,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1618,1696,Π,9,Win,6,1,1,6.5,University of Chicago C,Washington University in St. Louis C,False,False,True,False,30,Denise Azadeh,Witness,17,∏,Dorian DeBose Washington University in St Louis,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1618,1239,Π,0,Tie,6,1,1,6.5,University of Chicago C,Indiana University B,False,False,True,False,30,Denise Azadeh,Witness,17,∏,Dorian DeBose Washington University in St Louis,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1618,1239,Π,20,Win,6,1,1,6.5,University of Chicago C,Indiana University B,False,False,True,False,30,Denise Azadeh,Witness,17,∏,Dorian DeBose Washington University in St Louis,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1618,1608,Δ,34,Win,6,1,1,6.5,University of Chicago C,Culver-Stockton College B,False,False,True,False,30,Denise Azadeh,Witness,17,∏,Dorian DeBose Washington University in St Louis,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1618,1608,Δ,19,Win,6,1,1,6.5,University of Chicago C,Culver-Stockton College B,False,False,True,False,30,Denise Azadeh,Witness,17,∏,Dorian DeBose Washington University in St Louis,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1619,1564,Π,3,Win,6,0,2,6.0,University of Chicago D,St. Louis University A,False,False,False,False,,Chloe Duval,Witness,19,∏,Anna Stoneman,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1619,1564,Π,3,Win,6,0,2,6.0,University of Chicago D,St. Louis University A,False,False,False,False,,Chloe Duval,Witness,19,∏,Anna Stoneman,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1619,1146,Δ,1,Win,6,0,2,6.0,University of Chicago D,Northern Illinois University A,False,False,False,False,,Chloe Duval,Witness,19,∏,Anna Stoneman,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1619,1146,Δ,-8,Loss,6,0,2,6.0,University of Chicago D,Northern Illinois University A,False,False,False,False,,Chloe Duval,Witness,19,∏,Anna Stoneman,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1619,1566,Δ,1,Win,6,0,2,6.0,University of Chicago D,University of Cincinnati A,False,False,False,False,,Chloe Duval,Witness,19,∏,Anna Stoneman,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1619,1566,Δ,-7,Loss,6,0,2,6.0,University of Chicago D,University of Cincinnati A,False,False,False,False,,Chloe Duval,Witness,19,∏,Anna Stoneman,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1619,1060,Π,24,Win,6,0,2,6.0,University of Chicago D,Illinois State University A,False,False,False,False,,Chloe Duval,Witness,19,∏,Anna Stoneman,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1619,1060,Π,15,Win,6,0,2,6.0,University of Chicago D,Illinois State University A,False,False,False,False,,Chloe Duval,Witness,19,∏,Anna Stoneman,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1696,1307,Π,9,Win,2,0,6,2.0,Washington University in St. Louis C,"University of Illinois, Springfield A",False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1696,1307,Π,-3,Loss,2,0,6,2.0,Washington University in St. Louis C,"University of Illinois, Springfield A",False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1696,1618,Δ,-17,Loss,2,0,6,2.0,Washington University in St. Louis C,University of Chicago C,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1696,1618,Δ,-9,Loss,2,0,6,2.0,Washington University in St. Louis C,University of Chicago C,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1696,1026,Δ,-1,Loss,2,0,6,2.0,Washington University in St. Louis C,Quincy University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1696,1026,Δ,17,Win,2,0,6,2.0,Washington University in St. Louis C,Quincy University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1696,1566,Π,-5,Loss,2,0,6,2.0,Washington University in St. Louis C,University of Cincinnati A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1696,1566,Π,-7,Loss,2,0,6,2.0,Washington University in St. Louis C,University of Cincinnati A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1801,1457,Δ,12,Win,6,0,2,6.0,Bye Bust Team,Western Illinois University A,False,False,False,False,,Vyasa Babu,Attorney,19,∏,Stephen Johnson,Attorney,19,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1801,1457,Δ,8,Win,6,0,2,6.0,Bye Bust Team,Western Illinois University A,False,False,False,False,,Vyasa Babu,Attorney,19,∏,Stephen Johnson,Attorney,19,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1801,1027,Π,8,Win,6,0,2,6.0,Bye Bust Team,Quincy University B,False,False,False,False,,Vyasa Babu,Attorney,19,∏,Stephen Johnson,Attorney,19,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1801,1027,Π,4,Win,6,0,2,6.0,Bye Bust Team,Quincy University B,False,False,False,False,,Vyasa Babu,Attorney,19,∏,Stephen Johnson,Attorney,19,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1801,1608,Π,12,Win,6,0,2,6.0,Bye Bust Team,Culver-Stockton College B,False,False,False,False,,Vyasa Babu,Attorney,19,∏,Stephen Johnson,Attorney,19,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1801,1608,Π,-1,Loss,6,0,2,6.0,Bye Bust Team,Culver-Stockton College B,False,False,False,False,,Vyasa Babu,Attorney,19,∏,Stephen Johnson,Attorney,19,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1801,1564,Δ,3,Win,6,0,2,6.0,Bye Bust Team,St. Louis University A,False,False,False,False,,Vyasa Babu,Attorney,19,∏,Stephen Johnson,Attorney,19,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1801,1564,Δ,-2,Loss,6,0,2,6.0,Bye Bust Team,St. Louis University A,False,False,False,False,,Vyasa Babu,Attorney,19,∏,Stephen Johnson,Attorney,19,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
