RoundNum,OppNum,Side,PD,TeamNum,Ballot_Result,TotalWins,TotalTies,TotalLosses,TotalBallots,TotalCS,TotalOCS,TotalPD,Rank,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,Student3,Role3,Ranks3,Side3,Student4,Role4,Ranks4,Side4,name,host,location,start_date,end_date,level,year,tab_note_0,tab_note_1
3,1284,Π,-14,1392,Loss,5,0,3,5.0,15.5,52.5,-3,18,Indiana University D  1/13/2020,Indiana University D  1/13/2020,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1129,Δ,1,1392,Win,5,0,3,5.0,15.5,52.5,-3,18,Indiana University D  1/13/2020,Indiana University D  1/13/2020,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1129,Δ,12,1392,Win,5,0,3,5.0,15.5,52.5,-3,18,Indiana University D  1/13/2020,Indiana University D  1/13/2020,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1391,Δ,-2,1440,Loss,2,1,5,2.5,14.0,54.0,-35,4,Ball State University A 9/11/2019,Ball State University A 9/11/2019,False,False,False,False,,Josh Everetts Purdue University Indianapoli,Witness,18,∆,Asha McWilliams Western Kentucky Universit,Attorney,18,∆,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1391,Δ,0,1440,Tie,2,1,5,2.5,14.0,54.0,-35,4,Ball State University A 9/11/2019,Ball State University A 9/11/2019,False,False,False,False,,Josh Everetts Purdue University Indianapoli,Witness,18,∆,Asha McWilliams Western Kentucky Universit,Attorney,18,∆,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1173,Π,-9,1440,Loss,2,1,5,2.5,14.0,54.0,-35,4,Ball State University A 9/11/2019,Ball State University A 9/11/2019,False,False,False,False,,Josh Everetts Purdue University Indianapoli,Witness,18,∆,Asha McWilliams Western Kentucky Universit,Attorney,18,∆,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1173,Π,-1,1440,Loss,2,1,5,2.5,14.0,54.0,-35,4,Ball State University A 9/11/2019,Ball State University A 9/11/2019,False,False,False,False,,Josh Everetts Purdue University Indianapoli,Witness,18,∆,Asha McWilliams Western Kentucky Universit,Attorney,18,∆,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1002,Π,-15,1440,Loss,2,1,5,2.5,14.0,54.0,-35,4,Ball State University A 9/11/2019,Ball State University A 9/11/2019,False,False,False,False,,Josh Everetts Purdue University Indianapoli,Witness,18,∆,Asha McWilliams Western Kentucky Universit,Attorney,18,∆,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1002,Π,-25,1440,Loss,2,1,5,2.5,14.0,54.0,-35,4,Ball State University A 9/11/2019,Ball State University A 9/11/2019,False,False,False,False,,Josh Everetts Purdue University Indianapoli,Witness,18,∆,Asha McWilliams Western Kentucky Universit,Attorney,18,∆,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1457,Δ,5,1440,Win,2,1,5,2.5,14.0,54.0,-35,4,Ball State University A 9/11/2019,Ball State University A 9/11/2019,False,False,False,False,,Josh Everetts Purdue University Indianapoli,Witness,18,∆,Asha McWilliams Western Kentucky Universit,Attorney,18,∆,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1457,Δ,12,1440,Win,2,1,5,2.5,14.0,54.0,-35,4,Ball State University A 9/11/2019,Ball State University A 9/11/2019,False,False,False,False,,Josh Everetts Purdue University Indianapoli,Witness,18,∆,Asha McWilliams Western Kentucky Universit,Attorney,18,∆,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1364,Π,-15,1444,Loss,4,1,3,4.5,19.0,64.0,-29,21,Trinity Christian College A 9/11/2019,Trinity Christian College A 9/11/2019,False,False,False,False,,Sarah Tinaphong University of Chicag,Attorney,18,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1364,Π,-25,1444,Loss,4,1,3,4.5,19.0,64.0,-29,21,Trinity Christian College A 9/11/2019,Trinity Christian College A 9/11/2019,False,False,False,False,,Sarah Tinaphong University of Chicag,Attorney,18,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1369,Δ,-9,1444,Loss,4,1,3,4.5,19.0,64.0,-29,21,Trinity Christian College A 9/11/2019,Trinity Christian College A 9/11/2019,False,False,False,False,,Sarah Tinaphong University of Chicag,Attorney,18,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1369,Δ,0,1444,Tie,4,1,3,4.5,19.0,64.0,-29,21,Trinity Christian College A 9/11/2019,Trinity Christian College A 9/11/2019,False,False,False,False,,Sarah Tinaphong University of Chicag,Attorney,18,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1355,Π,6,1444,Win,4,1,3,4.5,19.0,64.0,-29,21,Trinity Christian College A 9/11/2019,Trinity Christian College A 9/11/2019,False,False,False,False,,Sarah Tinaphong University of Chicag,Attorney,18,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1355,Π,5,1444,Win,4,1,3,4.5,19.0,64.0,-29,21,Trinity Christian College A 9/11/2019,Trinity Christian College A 9/11/2019,False,False,False,False,,Sarah Tinaphong University of Chicag,Attorney,18,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1174,Δ,6,1444,Win,4,1,3,4.5,19.0,64.0,-29,21,Trinity Christian College A 9/11/2019,Trinity Christian College A 9/11/2019,False,False,False,False,,Sarah Tinaphong University of Chicag,Attorney,18,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1174,Δ,3,1444,Win,4,1,3,4.5,19.0,64.0,-29,21,Trinity Christian College A 9/11/2019,Trinity Christian College A 9/11/2019,False,False,False,False,,Sarah Tinaphong University of Chicag,Attorney,18,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1569,Δ,5,1457,Win,1,0,7,1.0,16.0,63.0,-74,17,Wake Forest University B,Wake Forest University B,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1569,Δ,-5,1457,Loss,1,0,7,1.0,16.0,63.0,-74,17,Wake Forest University B,Wake Forest University B,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1221,Π,-19,1457,Loss,1,0,7,1.0,16.0,63.0,-74,17,Wake Forest University B,Wake Forest University B,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1221,Π,-21,1457,Loss,1,0,7,1.0,16.0,63.0,-74,17,Wake Forest University B,Wake Forest University B,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1985,Δ,-1,1457,Loss,1,0,7,1.0,16.0,63.0,-74,17,Wake Forest University B,Wake Forest University B,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1985,Δ,-16,1457,Loss,1,0,7,1.0,16.0,63.0,-74,17,Wake Forest University B,Wake Forest University B,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1440,Π,-5,1457,Loss,1,0,7,1.0,16.0,63.0,-74,17,Wake Forest University B,Wake Forest University B,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1440,Π,-12,1457,Loss,1,0,7,1.0,16.0,63.0,-74,17,Wake Forest University B,Wake Forest University B,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1284,Δ,-5,1528,Loss,4,0,4,4.0,17.5,63.5,21,15,Western Michigan University A 9/25/2019,Western Michigan University A 9/25/2019,False,False,False,False,,Charles Graham Eastern Michigan Universit,Attorney,20,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1284,Δ,-4,1528,Loss,4,0,4,4.0,17.5,63.5,21,15,Western Michigan University A 9/25/2019,Western Michigan University A 9/25/2019,False,False,False,False,,Charles Graham Eastern Michigan Universit,Attorney,20,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1355,Π,1,1528,Win,4,0,4,4.0,17.5,63.5,21,15,Western Michigan University A 9/25/2019,Western Michigan University A 9/25/2019,False,False,False,False,,Charles Graham Eastern Michigan Universit,Attorney,20,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1355,Π,8,1528,Win,4,0,4,4.0,17.5,63.5,21,15,Western Michigan University A 9/25/2019,Western Michigan University A 9/25/2019,False,False,False,False,,Charles Graham Eastern Michigan Universit,Attorney,20,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1391,Δ,-11,1528,Loss,4,0,4,4.0,17.5,63.5,21,15,Western Michigan University A 9/25/2019,Western Michigan University A 9/25/2019,False,False,False,False,,Charles Graham Eastern Michigan Universit,Attorney,20,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1391,Δ,-3,1528,Loss,4,0,4,4.0,17.5,63.5,21,15,Western Michigan University A 9/25/2019,Western Michigan University A 9/25/2019,False,False,False,False,,Charles Graham Eastern Michigan Universit,Attorney,20,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1369,Π,30,1528,Win,4,0,4,4.0,17.5,63.5,21,15,Western Michigan University A 9/25/2019,Western Michigan University A 9/25/2019,False,False,False,False,,Charles Graham Eastern Michigan Universit,Attorney,20,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1369,Π,5,1528,Win,4,0,4,4.0,17.5,63.5,21,15,Western Michigan University A 9/25/2019,Western Michigan University A 9/25/2019,False,False,False,False,,Charles Graham Eastern Michigan Universit,Attorney,20,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1457,Π,-5,1569,Loss,2,0,6,2.0,17.0,59.0,-34,11,University of Toledo A 10/3/2019,University of Toledo A 10/3/2019,False,False,False,False,,Pietro Stroik Purdue Universit,Attorney,17,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1457,Π,5,1569,Win,2,0,6,2.0,17.0,59.0,-34,11,University of Toledo A 10/3/2019,University of Toledo A 10/3/2019,False,False,False,False,,Pietro Stroik Purdue Universit,Attorney,17,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1356,Δ,-6,1569,Loss,2,0,6,2.0,17.0,59.0,-34,11,University of Toledo A 10/3/2019,University of Toledo A 10/3/2019,False,False,False,False,,Pietro Stroik Purdue Universit,Attorney,17,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1356,Δ,-12,1569,Loss,2,0,6,2.0,17.0,59.0,-34,11,University of Toledo A 10/3/2019,University of Toledo A 10/3/2019,False,False,False,False,,Pietro Stroik Purdue Universit,Attorney,17,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1059,Π,-6,1569,Loss,2,0,6,2.0,17.0,59.0,-34,11,University of Toledo A 10/3/2019,University of Toledo A 10/3/2019,False,False,False,False,,Pietro Stroik Purdue Universit,Attorney,17,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1059,Π,-8,1569,Loss,2,0,6,2.0,17.0,59.0,-34,11,University of Toledo A 10/3/2019,University of Toledo A 10/3/2019,False,False,False,False,,Pietro Stroik Purdue Universit,Attorney,17,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1355,Δ,5,1569,Win,2,0,6,2.0,17.0,59.0,-34,11,University of Toledo A 10/3/2019,University of Toledo A 10/3/2019,False,False,False,False,,Pietro Stroik Purdue Universit,Attorney,17,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1355,Δ,-7,1569,Loss,2,0,6,2.0,17.0,59.0,-34,11,University of Toledo A 10/3/2019,University of Toledo A 10/3/2019,False,False,False,False,,Pietro Stroik Purdue Universit,Attorney,17,∏,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1174,Π,-7,1985,Loss,4,0,4,4.0,14.0,58.0,-25,23,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1174,Π,3,1985,Win,4,0,4,4.0,14.0,58.0,-25,23,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1368,Δ,-8,1985,Loss,4,0,4,4.0,14.0,58.0,-25,23,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1368,Δ,-22,1985,Loss,4,0,4,4.0,14.0,58.0,-25,23,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1457,Π,1,1985,Win,4,0,4,4.0,14.0,58.0,-25,23,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1457,Π,16,1985,Win,4,0,4,4.0,14.0,58.0,-25,23,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1275,Δ,1,1985,Win,4,0,4,4.0,14.0,58.0,-25,23,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1275,Δ,-9,1985,Loss,4,0,4,4.0,14.0,58.0,-25,23,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,Indy Mock Hundred,IUPUI,"Indianapolis, Indiana","November 09, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
